,Score,sentence,Sentiment
4624,-2,rt don t fall for rumours on demonetization follow for real news issued in public interes  ,Negative
4625,-2,rt don t fall for rumours on demonetization follow for real news issued in public interes  ,Negative
4626,1,rt delhiites least affected by demonetization amp long queues at atms they are doing online transactions with free wi fi  ,Positive
4627,-2,don t fall for rumours on demonetization follow for real news issued in public   t co er q zynql,Negative
4628,-2,rt today again demonetization debate in parlmnt stalled due to disruption ed u a u bd ed u b u i dont undrstnd why oppstn wants to stall its ow  ,Negative
4629,0,rt this the true picture of our country demonetization jantamaafnahikaregi u u b u f u a u u a u b u f cashcrisis t co jqinepo bm,Neutral
4630,-2,modi please stop this demonetization blunder asap people are dying daily ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a t co ivjyioce,Negative
4631,-1,demonetization votegainer voteloser et is making all possible efforts to mislead people to call it a voteloser for modi,Negative
4632,1,rt everyone seems to hate the rich even the rich hates richer and the richer hates the richest demonetization,Positive
4633,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4634,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4635,0,at least they could provide some sitting arrangements for senior citizens in the line demonetization peoplesuffer,Neutral
4636,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4637,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
4638,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4639,-1,pm s office must release funds to the families of people died due to demonetization policy cashcleanup cashcrisis,Negative
4640,0,demonetization let  s shorten long queues at atm by limiting our atm withdrawals to rs only withdrawupto fromatm,Neutral
4641,0,mamata banerjee to lead protests against demonetization t co dkpq tphp,Neutral
4642,1,let  s bring smile on more faces by withdrawing only rs from atm withdrawupto fromatm demonetization,Positive
4643,-1,rush at banks post demonetization has cashiers weeping complain bank unions t co lx o fr pa,Negative
4644,0,a must read piece on demonetization by in today s fighting corruption right t co dqt w wkkv,Neutral
4645,-1,demonetization bridge disparity and disappointments among fellow citizen by limiting our atm withdrawal  s up to rs only,Negative
4646,-5,rt demonetization bulletin severe liquidity crisis continues dire shortage of reconfigured atms useless bcoz   ,Negative
4647,0,tvselectronics upper freeze beneficiary of demonetization and guess what if it bought by an organic farmer,Neutral
4648,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4649,1,demonetization spread joy to everyone in queue by withdrawing only rs from atm withdrawupto fromatm,Positive
4650,0,rt gujarat celebs share their cash crunch woes t co cfzium nau demonetization   ,Neutral
4651,-1,proud to be a tax payer tables turning ache din coming demonetizationeffect demonetization modifightscorruption,Negative
4652,-1,withdrawupto fromatm please limit your withdrawals to rs only from atm demonetization,Negative
4653,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4654,-2,demonetization you can solve no cash long queue issues so please limit your atm withdrawals up to rs only withdrawupto fromatm,Negative
4655,1,demonetization let  s make atm  s free from queue  s withdrawupto fromatm,Positive
4656,1,please take part in this survey amp give your valuable input on demonetization pm has asked your first hand t co mk pyt of,Positive
4657,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4658,-2,rt honest ppl r not suffering cos of demonetization thy r suffering cos of poor fund circulation,Negative
4659,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uqeof ylmi   ,Negative
4660,0,demonetization t co wilp psmg demonetization parliament washed out babul supriyo says no need for daddy to be present,Neutral
4661,-1,farmer suicides are back farmer kills self bcz of demonetization notenahipmbadlo,Negative
4662,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4663,1,demonetization may well have been a diversionary tactic t co lk wqawat,Positive
4664,0,demonetization t co qky wiguv india s rupee demonetization could spark a new digital economy in the cash reliant country    qu,Neutral
4665,-1,demonetization govts move made more damage to the economy than oppsn stalling the parliament govt should stand up and take notice,Negative
4666,1,demonetization t co stjiszatst demonetization will result in brighter future pm modi,Positive
4667,1,demonetization t co ljha rzik demonetization will result in brighter future pm modi,Positive
4668,0,demonetization t co f q vbmo demonetization parliament washed out babul supriyo says no need for daddy to be present,Neutral
4669,0,demonetization t co qbjowmxets demonetization parliament washed out babul supriyo says no need for daddy to be present,Neutral
4670,0,demonetization t co js coycok india s rupee demonetization could spark a new digital economy in the cash reliant country    qu,Neutral
4671,1,demonetization t co ojcuj dsca demonetization will result in brighter future pm modi,Positive
4672,-1,this is reason why we need demonetization all hard earned money of parents taken by engg colleges   t co m qcydgjaq,Negative
4673,0,rt u u c u u u u b u e u u u c u u u c u u u b u e no one cares about kejriwal as we know the fact of demonetization modifightscorruption we wnt k  ,Neutral
4674,1,rt telangana govt s innovative solution to help farmers affected due to demonetization t co nvv slccpr,Positive
4675,0,rt following demonetization of rs k notes and launch of rs k notes t co oh ituvsk    t co xkfczcdiaa,Neutral
4676,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
4677,0,there is always first time for everything this time it s politicians coming out on road for rally and no common men demonetization,Neutral
4678,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uqeof ylmi   ,Negative
4679,1,you re right but these people didn t fund the crore election budget so modi doesn t care about them    t co bbef l a,Positive
4680,-1,rt   and modi ji  s finance minister jaitley lies to the core to justify demonetization   t co gs ylt aws,Negative
4681,1,honest people need to support this demonetization drive it s now or never pm must address hardship to common man,Positive
4682,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4683,1,agree bhaven kachhi sir as usual superb familiarize article about demonetization myfavwriter t co agayzav di,Positive
4684,0,worthless notes laid down to form a pathway it  d be long enough to reach the moon and back five times demonetization,Neutral
4685,-1,rt demonetization is just like those days when teacher was unable to spot the culprit and punished whole clas  ,Negative
4686,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4687,1,good thing of demonetization going bck to eco books finding friedman formula verifying no crunching done by someone to estimate gdp,Positive
4688,1,the demonetization drive has revealed some interesting facts about women and their money t co kio zkqkmu,Positive
4689,0,demonetization roundup t co d ui o ho,Neutral
4690,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4691,-1,rt u u b u u u u e u b u u aam aadmi aap is stressful and nation fooling in name of demonetization istillstandwithmodi,Negative
4692,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4693,0,rt can t say anything about productivity but creativity has increased after demonetization t co fmh umbvq,Neutral
4694,-1,larry summers a proponent of demonetization for us currency takes a very dim view of the process in india t co t pglb cw,Negative
4695,-1,rt please stop with the x died due to demonetization posts correlation does not imply causation demonetization,Negative
4696,-1,hospital refuses union minister sadanand gowda his brother s body asks for new notes t co at ozrdfd demonetization,Negative
4697,1,rt there goes another claimed benefit of demonetization    after terrorists ensuring their supplies now the fakes too   t  ,Positive
4698,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4699,-1,netas who have been caught napping are thise who are making these noises united my foot nothing but sheer opportunists demonetization,Negative
4700,-1,rt please stop with the x died due to demonetization posts correlation does not imply causation demonetization,Negative
4701,-2,very frustrated disappointed lady fed up of modi amp his demonetization u b u b t co btep tvre,Negative
4702,0,rt all other celebrities who spoke on demonetization till now did for their selfushness only pawan kalyan spoke for the peop  ,Neutral
4703,0,soldier also beheaded yesterday at border so can t you give children s life for country bhakthlogic   t co lnsuiiiddq,Neutral
4704,2,rt india will get windfall profit of whooping lakh crores in days due to demonetization why people like ak pappu amp mamata  ,Positive
4705,-1,rt   and modi ji  s finance minister jaitley lies to the core to justify demonetization   t co gs ylt aws,Negative
4706,0,demonetization optimists and pessimists please watch this video t co ewhjpe dl,Neutral
4707,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4708,-1,rt   and modi ji  s finance minister jaitley lies to the core to justify demonetization   t co gs ylt aws,Negative
4709,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4710,0,data social media reactions to demonetization digitalmarketing feedly t co nhi u xuf,Neutral
4711,-1,rt another bad thing abt demonetization ppl with legit but large amount of cash at home wr frightened that they wr doing sumthng  ,Negative
4712,0,rt demonetization did this using a and song take a look t co urovcy t,Neutral
4713,-1,rt so this demonetization has been so tragic in implementation that modi govt is flouting rbi rules for banking license and oper  ,Negative
4714,-1,rt please stop with the x died due to demonetization posts correlation does not imply causation demonetization,Negative
4715,1,see below amp check others too like bhupendra choubay met people in banaras amethi amp raebareli all s   t co xj hfgqo q,Positive
4716,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uqeof ylmi   ,Negative
4717,-1,u u b u u u u e u b u u aam aadmi aap is stressful and nation fooling in name of demonetization istillstandwithmodi,Negative
4718,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4719,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4720,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4721,-2,rt honest ppl r not suffering cos of demonetization thy r suffering cos of poor fund circulation,Negative
4722,0,it is surprising when c voter stand for demonetization the leaders they voted for stand against it doesn t nullify overall voting system,Neutral
4723,0,rt our equity chief mahesh patil spoke to on demonetization on today t co q pbepg p   marke  ,Neutral
4724,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
4725,1,rt retaining all seats of ls and state in byelection by bjp has proved the people s support on demonetization it should be abov  ,Positive
4726,-2,though demonetization pains people have accepted it so no dharnas or strikes then for what opposition is stalling the sessions,Negative
4727,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4728,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
4729,-2,another bad thing abt demonetization ppl with legit but large amount of cash at home wr frightened that they wr doing sumthng illegal,Negative
4730,0,rt this is one of the better reasoned articles on demonetization in india are the poor really suffering t co kiyqjrckl   ,Neutral
4731,0,rt dy cm detaiend at parliament street police station as they march to parliament against demonetization not  ,Neutral
4732,0,rt if demonetization had happened in upa govt amp anything like this happened sanghis would  ve accused congress of funding terror  ,Neutral
4733,-3,way this demonetization failing miserably people dead whose responsibility u,Negative
4734,0,rt in which calvin amp hobbes plan demonetization t co cyyvy fdci,Neutral
4735,1,sacrificing to cleanse benefits of demonetization should reach the common man in same ratio,Positive
4736,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4737,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4738,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4739,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4740,0,rt in which calvin amp hobbes plan demonetization t co cyyvy fdci,Neutral
4741,-1,demonetization drained the swamp of paid protests in kashmir so now fifth column media mavens like    t co n m pdpib,Negative
4742,1,rt telangana govt s innovative solution to help farmers affected due to demonetization t co nvv slccpr,Positive
4743,0,rt this is one of the better reasoned articles on demonetization in india are the poor really suffering t co kiyqjrckl   ,Neutral
4744,0,this is one of the better reasoned articles on demonetization in india are the poor really suffering    t co soix kdmsm,Neutral
4745,-1,demonetization is just like those days when teacher was unable to spot the culprit and punished whole class,Negative
4746,-1,rt   and modi ji  s finance minister jaitley lies to the core to justify demonetization   t co gs ylt aws,Negative
4747,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4748,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4749,1,rt everyone should read ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u ed u a u bd ed u b u major benefits of demonetization that you don t see in media coverage modifightscorruption bla  ,Positive
4750,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4751,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4752,1,rt goes another claimed benefit of demonetization after terrorists ensuring their supplies now fakes too   ,Positive
4753,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4754,1,goes another claimed benefit of demonetization after terrorists ensuring their supplies now fakes too t co hmprxcr m,Positive
4755,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4756,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4757,0,rt can t say anything about productivity but creativity has increased after demonetization t co fmh umbvq,Neutral
4758,0,currency crises management    some ideas t co ryceylxujy tgi femarbi blackmoney demonetization,Neutral
4759,1,rt there goes another claimed benefit of demonetization    after terrorists ensuring their supplies now the fakes too   t  ,Positive
4760,-2,poor always suffer irrespective of demonetization,Negative
4761,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4762,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4763,1,there goes another claimed benefit of demonetization    after terrorists ensuring their supplies now the fakes too   t co elvyotkxh,Positive
4764,-1,rt   and modi ji  s finance minister jaitley lies to the core to justify demonetization   t co gs ylt aws,Negative
4765,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4766,1,rt question in narendra modi app where pm is taking feedback if people support his demonetization strategy t co pygk rmg r,Positive
4767,0,mr tharoor you may have your own reasons to oppose demonetization but such language from a person like you,Neutral
4768,-1,it is a fact that people are facing problem and may be this demonetization will only bring of the black money out n,Negative
4769,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4770,-1,please stop with the x died due to demonetization posts correlation does not imply causation demonetization,Negative
4771,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4772,2,rt demonetization taught me minimalism less stuff more happiness thank you prime minister insights,Positive
4773,2,rt excellent piece by for those who like to look at the whole demonetization issue in a balanced way t   ,Positive
4774,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4775,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
4776,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4777,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4778,-1,ba k bhattacharyab its the politics stupid t co er zf ia demonetization,Negative
4779,0,abhishek lodha md lodhagroup shares his views on the impact of demonetization on realestate via t co r e tec,Neutral
4780,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4781,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4782,1,rt our top story today ministers bureaucrats admit to glaring lack of cohesive planning demonetization t co qsxc  ,Positive
4783,0,rt indore s collector would like you to shut up about demonetization at we think that is a problem   ,Neutral
4784,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4785,0,sir how did the crow taste demonetization bypolls,Neutral
4786,1,rt innocent people have been died so far due to demonetization is this matter of joy and pride shah ji,Positive
4787,-1,the way is linking all poor enterprises with demonetization day is not far when he would find a link with pm s innerwear,Negative
4788,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4789,1,rt support demonetization is this more likely now or if supremecourt has another midnight hearing to stay execution o  ,Positive
4790,1,rt everyone seems to hate the rich even the rich hates richer and the richer hates the richest demonetization,Positive
4791,-3,opposition stop yelling stalling parliament in name of poor pple wake up smell your coffee you guys way behind   t co u fr rgc,Negative
4792,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
4793,-1,  and modi ji  s finance minister jaitley lies to the core to justify demonetization   t co gs ylt aws,Negative
4794,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4795,0,rt n so when the dust settles this demonetization will become part of life just like cng mobiles and dematerialized st  ,Neutral
4796,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4797,0,rt whr r the soldiers of nationalism over people hv died due to demonetization their lives weren t precious no o  ,Neutral
4798,2,rt india will get windfall profit of whooping lakh crores in days due to demonetization why people like ak pappu amp mamata  ,Positive
4799,-1,rt continue with your rants against demonetization people of bengal has answered you lol salaam t   ,Negative
4800,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4801,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4802,1,mizoram has found a creative way of dealing with the cash crunch resulting from demonetization t co ajzidclmij,Positive
4803,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
4804,-4,mamtakejrixposed truth of their dictatorial mindset intolerance to dissent greed for power became more evident now with demonetization,Negative
4805,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4806,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4807,-1,do u know fire broke out in delhi bazaar pls see tht first demonetization cheapminister   t co unuarrwdlz,Negative
4808,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4809,0,rt after demonetization jnu students don t use condom safesex modi ji students ko pareshan kr rhe hai mamtakejrixposed  ,Neutral
4810,-1,rt ed u a u bd ed u b u most effected man by demonetization is hit by mental disorder retweeting striyan children s pic as t  ,Negative
4811,1,another indication of black money horses having bolted well before demonetization t co thp wezz y,Positive
4812,0,after demonetization jnu students don t use condom safesex modi ji students ko pareshan kr rhe hai mamtakejrixposed u u b u u u u e u b u u,Neutral
4813,1,rt a little noticed consequence of demonetization drive of is that valley of kashmir has gone very quiet no  ,Positive
4814,-1,rt ed u a u bd ed u b u most effected man by demonetization is hit by mental disorder retweeting striyan children s pic as t  ,Negative
4815,1,demonetization is like pissing on pants on a very cold day keep warm india s modi didn t do his homework t co vmnku mcvx,Positive
4816,-1,this jihadi lapdog is himself a proof of demonetization gone insane all his thousands of crores gone,Negative
4817,-1,rt will apologize to the nation for spreading rumors about demonetization t   ,Negative
4818,0,banks in da rural areas hav started distributing soiled notes st u q up fr ur own money amp den q up change da soiled notes demonetization,Neutral
4819,1,rt advocate j aslam basha press meet on demonetization t co wmltknr es via,Positive
4820,-1,really something is wrong with indian politicians in handling economy raghuram rajan would have handled   t co mefsr x tj,Negative
4821,-1,rt n one can have a cynical view on demonetization but one should not loose the faith in the adaptability of fellow indi  ,Negative
4822,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4823,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4824,-1,yes wants to avoid taking responsibility for poor implementation of demonetization boldly u b u b t co ycb eterfx,Negative
4825,0,rt demonetization atms re calibrated to dispense new notes t co bc xhizedw,Neutral
4826,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4827,1,clear analysis and data about demonetization t co spyckqy o,Positive
4828,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4829,0,rt cooperative banks shut down sowing season completely disrupted agri markets amp farmers badly affected demonetization,Neutral
4830,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4831,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4832,0,rt he could have just praised demonetization without actually knowing about it but he chose to portray the ground reality   ,Neutral
4833,2,rt india will get windfall profit of whooping lakh crores in days due to demonetization why people like ak pappu amp mamata  ,Positive
4834,0,rt cooperative banks shut down sowing season completely disrupted agri markets amp farmers badly affected demonetization,Neutral
4835,-1,going by by poll results can t see much impact of demonetization the way opposition parties are creating t co hkdevfcwis,Negative
4836,0,i am with demonetization t co bh hsi w,Neutral
4837,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4838,0,rt cooperative banks shut down sowing season completely disrupted agri markets amp farmers badly affected demonetization,Neutral
4839,-1,rt cry as much as you can whiners the nation is watching you demonetization t co pfovgo p,Negative
4840,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4841,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4842,-1,rt n one can have a cynical view on demonetization but one should not loose the faith in the adaptability of fellow indi  ,Negative
4843,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4844,0,atif rahman of danubeproperties talks about demonetization amp realestate sector his upcoming projects amp more t co gglfrxpsi,Neutral
4845,1,most support of modi amp demonetization is in facebook whatsapp apps most poor not supporting modi demonetization t co xah n ya,Positive
4846,-1,this demonetization thing is a mess,Negative
4847,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4848,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4849,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4850,-1,demonetization problem is not cash crunch but service providers not registered in banking paytm systems stop dealing with such vendors,Negative
4851,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4852,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4853,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4854,1,rt we don t know about rest of india but we kashmiris are very happy with demonetization t co wdpsfanki,Positive
4855,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4856,-1,trying to escape from responsibility of poor implementation of demonetization t co x ypqkhl,Negative
4857,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4858,0,rt ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and execut  ,Neutral
4859,-2,demonetization if rich feel so panicked over a day or cash crunch think of d poor who must be facing this on daily basis stop corruption,Negative
4860,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4861,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4862,0,rt he could have just praised demonetization without actually knowing about it but he chose to portray the ground reality   ,Neutral
4863,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co uc jrbvune   ,Negative
4864,0,rt demonetization effects of note ban on the common man t co ifatx nrvr,Neutral
4865,0,rt demonetization effects of note ban on the common man t co ifatx nrvr,Neutral
4866,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4867,0,gaganagrawal thats a new gem demonetization license raj kejriwal amp manta must be wondering how they missed this one rachitsharma yo  ,Neutral
4868,0,rt and the oscar goes to mr u d u e u u u ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u a ed u a u bd ed u b u ad demonetization t co obqrhlnsl,Neutral
4869,-1,rt man ends life over fund shortage ahead of daughter  s wedding in gujarat demonetization t co dgai cf y t  ,Negative
4870,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4871,-1,they should learn from the lab experiment of demonetization done with indian economy tables black terror amp counterfeit,Negative
4872,0,getting feedback from only lac people via namo app means most of people having blackmoney demonetization,Neutral
4873,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4874,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4875,0,demonetization effects of note ban on the common man t co eqgup kumr,Neutral
4876,0,i have no idea what i am doing demonetization t co jvspubzbew,Neutral
4877,-1,rt the saviour gives money to farmhouse poor peoples in demonetization check out ed u a u bd ed u b u t co c lyi cq  ,Negative
4878,0,rt cooperative banks shut down sowing season completely disrupted agri markets amp farmers badly affected demonetization,Neutral
4879,0,demonetization effects of note ban on the common man t co ifatx nrvr,Neutral
4880,-1,rt salmankhan comes in rescue of poor peoples near his farmhouse gives money during demonetization t co hpb bfg  ,Negative
4881,0,thats a new gem demonetization license raj kejriwal amp manta must be wondering how they missed this one,Neutral
4882,0,rt thanks hon pm for the decision on demonetization and blackmoney t co awgwjac w,Neutral
4883,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4884,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4885,-1,rt demonetization of high value currency is just beginning of government  s deep and continuous struggle against black mon  ,Negative
4886,-2,rt going by the reaction which party seems to have suffered max loss due to demonetization,Negative
4887,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4888,0,rt mamtakejrixposed whole india welcomes demonetization anti nationals crying,Neutral
4889,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4890,0,rt before the bypolls this will decide demonetization of modi after the results bypolls has nothing to do with demonetizat  ,Neutral
4891,0,rt ed u a u bd ed u b u f i m with you demonetization was a good decision against corruption but why it was not planned and execut  ,Neutral
4892,1,demonetization t co pawejjd demonetization will result in brighter future pm modi,Positive
4893,0,demonetization t co j cn wxy k india s rupee demonetization could spark a new digital economy in the cash reliant country    q,Neutral
4894,0,rt critical question was paytm informed about demonetization edict by pm it s clearly fishy and requires full disclosure amp   ,Neutral
4895,0,demonetization t co dg yc gz demonetization parliament washed out babul supriyo says no need for daddy to be present,Neutral
